institution,dataset_group,n_datasets
e-나라지표,농약및화학비료사용량현황,1
통계청,당뇨병유병률추이내역,1
통계청,대학교교원수현황,1
CB,미국소비자신뢰지수내역,1
e-나라지표,병영생활관개선현황,1
통계청,보건및사회복지사업체비율내역,1
통계청,보훈심사해당자내역,1
한국은행,부문별전력사용량내역,1
한국은행,분기별수입금액내역,1
e-나라지표,사고발생현황내역,1
e-나라지표,사고원인별해양오염사고발생현황내역,1
e-나라지표,사이버범죄발생및검거내역,1
e-나라지표,산업별인력부족내역,1
통계청,산업재해내역,1
통계청,산업중분류별주요지표현황,1
통계청,상권별중대형상가임대가격지수현황,1
e-나라지표,상수도통계내역,1
통계청,성별국적별국제이동내역,1
통계청,성별임금및근로시간내역,1
통계청,성연령및지역별인구총조사내역,1
e-나라지표,세계국제회개최건수내역,1
통계청,세대주연령및세대유형별추계내역,1
통계청,세목별국세물납현황내역,1
기획재정부,세입 예산편성현황(추경포함),1
통계청,소득5분위별가구당가계수지_전국2인이상실질내역,1
한국은행,수입물가지수내역,1
한국은행,수출물가지수내역,1
통계청,시군구경제활동인구내역,1
통계청,시도경제활동인구내역,1
통계청,시도삶의만족도내역,1
통계청,시도수도시설내역,1
통계청,시도에너지소비량내역,1
한국은행,시장금리월별내역,1
통계청,실업급여신청자내역,1
e-나라지표,어업경영자금지원현황내역,1
e-나라지표,여권발급추이내역,1
e-나라지표,연도별국과수감정처리현황,1
brightics,연령별계절조정내역,1
영화진흥위원회,영화매출금액및관객수내역,1
e-나라지표,외평채스프레드추이내역,1
통계청,월간음주율내역,1
통계청,월별주택사용검사실적내역,1
e-나라지표,유통식품수거검사부적합률내역,1
e-나라지표,일조시간추이,1
e-나라지표,임금채권및체당금지급내역,1
한국은행,자본재형태별총자본형성내역,1
통계청,자연재해위험개선지구지정현황현황,1
e-나라지표,장애인생산품우선구매내역,1
통계청,재범자재범종류및기간현황,1
통계청,전력판매량현황,1
소상공인시장진흥공단,전통시장체감MBSI내역,1
e-나라지표,정부24서비스,1
한국은행,제도부문별소득계정내역,1
기획재정부,회계별 세출 결산 현황,1
e-나라지표,주요관광지점입장객통계현황,1
e-나라지표,주요국PKO파견현황내역,1
e-나라지표,주요도시빗물산도내역,1
e-나라지표,주요유통업체매출동향내역,1
공공데이터 포탈,주택매매가격대비전세가격비율내역,1
e-나라지표,주택멸실현황내역,1
통계청,주택수내역,1
통계청,주택유형별주택거래현황내역,1
FRED,중국소비자물가지수내역,1
NBSC,중국전분기대비경제성장률내역,1
e-나라지표,중소제조업생산동향,1
e-나라지표,중앙행정기관소관위원회여성참여율내역,1
지방교육재정알리미,지방교육재정세출예산결산내역,1
지방교육재정알리미,지방교육재정중기계획내역,1
지방교육재정알리미,지방교육재정지방교육채내역,1
지방재정365,지방재정재정자립도당초내역,1
통계청,직업능력개발훈련실시내역,1
통계청,직종별인력현황,1
e-나라지표,총연구개발비내역,1
e-나라지표,총혼인건수및조혼인율내역,1
e-나라지표,학력별인구비율및취업률내역,1
e-나라지표,항공우주산업동향내역,1
통계청,항공화물수송(국내국제),1
통계청,항생제및주사제처방률내역,1
e-나라지표,현금영수증가맹점가입현황,1
e-나라지표,혼인상태별가사노동시간내역,1
기획재정부,회계별 세입 결산 현황,1
한국은행,국민계정분기지표내역,1
통계청,65세이상인구의상대적빈곤율추이내역,1
통계청,주요인구지표전국추계내역,1
통계청,OECD국가공공사회복지지출내역,1
통계청,OECD무역현황,1
한국석유공사,PETRONET국제유가내역,1
통계청,[종관기상]지점별연월통계,1
통계청,가구당월평균가계수지내역,1
통계청,가구당월평균분위경계값및적자가구비율2인이상내역,1
통계청,가구주의연령및가구원수별가구내역,1
e-나라지표,고등교육규모내역,1
통계청,고용보조지표내역,1
e-나라지표,공직사회부패인식점수내역,1
통계청,국가물류비현황,1
e-나라지표,국가온실가스통계내역,1
통계청,국가유공자등재가복지서비스내역,1
e-나라지표,국세지방세비중내역,1
e-나라지표,국적통계추이내역,1
e-나라지표,근로자평균근속년수평균연령학력별임금내역,1
한국은행,금융자산부채잔액내역,1
e-나라지표,기금운용규모내역,1
e-나라지표,난민신청자현황,1
e-나라지표,남녀별인구내역,1
통계청,내수수출광공업출하지수현황,1
e-나라지표,노인일자리및노후생활현황내역,1
e-나라지표,노인일자리창출제공건수내역,1
한국언론진흥재단,뉴스키워드트렌드내역,1
통계청,다음세대계층이동내역,1
서치스,GDP대비공공부문부채비율내역,1
e-나라지표,문화예술교육프로그램보급추이내역,1
e-나라지표,물질별해양오염사고발생현황,1
통계청,민간기업장애인고용내역,1
통계청,발주자공종별건설수주액현황,1
통계청,보훈대상자현황내역,1
e-나라지표,북한이탈주민입국현황,1
e-나라지표,비정규직고용동향내역,1
통계청,사망자수내역,1
통계청,사회적고립도내역,1
e-나라지표,산불피해현황내역,1
e-나라지표,산업별인력수요전망내역,1
e-나라지표,산재보험보험급여지급내역,1
e-나라지표,산지의타용도전용현황내역,1
통계청,상권별집합상가기본,1
통계청,생활체육참여및빈도내역,1
통계청,서비스업종사자수현황,1
한국재정정보원,서비스인구 거주지 데이터,1
서울열린데이터광장,서울특별시지하철승하차인원수내역,1
e-나라지표,성매매피해자지원현황내역,1
통계청,성별취업시간별취업자내역,1
한국은행,소비자물가지수내역,1
e-나라지표,순환변동치경기종합지수내역,1
통계청,시군구도시지역면적내역,1
통계청,시군구상수도보급률내역,1
통계청,시군구인구세대주택내역,1
통계청,시군구초등학교수내역,1
통계청,시군구학급당학생수내역,1
통계청,시도건축착공면적내역,1
통계청,시도근로시간내역,1
통계청,시도별도시림면적분포내역,1
brightics,시도별인구밀도내역,1
brightics,시도청년고용률내역,1
관세청,신성질별수출입실적내역,1
통계청,아파트월세가격지수내역,1
e-나라지표,암환자보장률내역,1
통계청,어린이식생활안전지수내역,1
한국은행,업종별실업급여수급실적내역,1
e-나라지표,에어로졸PM10연평균농도변화추이,1
통계청,연도별범죄피해건수와피해율현황,1
통계청,연도별소비자물가등락률,1
한국은행,원계열국내총생산에대한지출내역,1
e-나라지표,유아교육규모내역,1
통계청,육아휴직신청및휴직후고용상변동내역,1
e-나라지표,은행의기업및가계대출연체대출채권비율,1
통계청,의약외품생산수입액및증감율내역,1
brightics,일과가정생활의우선도내역,1
e-나라지표,자동차산업동향내역,1
e-나라지표,자영업자현황,1
e-나라지표,장애인의무고용현황내역,1
e-나라지표,전체사건접수처리현황내역,1
통계청,전출입시도별이동내역,1
e-나라지표,정부기구추이내역,1
e-나라지표,조달사업실적내역,1
통계청,종사자수현황,1
e-나라지표,화학물질통계조사현황,1
e-나라지표,지가동향내역,1
지방교육재정알리미,지방교육재정기능별정책사업별세출예산내역,1
지방재정365,지방재정사회복지비중내역,1
지방재정365,지방재정성질별단체별세입결산내역,1
지방재정365,지방재정재정자주도최종내역,1
지방재정365,지방재정최종통합재정수지내역,1
e-나라지표,지역별인구및인구밀도내역,1
통계청,초등학교학생수현황,1
e-나라지표,최저주거기준미달가구비율내역,1
e-나라지표,출소자3년이내재복역률,1
brightics,취업자수계절변동조정내역,1
통계청,친환경인증축산물출하현황,1
한국재정정보원,카드소비 데이터,1
한국재정정보원,카드소비 데이터 요약 광역시도,1
통계청,평균연령내역,1
통계청,폐수배출업소수현황,1
통계청,하천정비현황내역,1
e-나라지표,학생1인당공교육비내역,1
e-나라지표,학업성취도평가내역,1
e-나라지표,학점은행제및독학학위제학위수여자현황,1
e-나라지표,한국선박수주량기타지표내역,1
e-나라지표,한국선박수출입동향내역,1
e-나라지표,혁신형중소기업현황내역,1
통계청,현재하천체감환경현황,1
통계청,도로종류별평균일교통량내역,1
기획재정부,2025년 이전 소관별 재정상태표,1
e-나라지표,조달업체등록현황,1
e-나라지표,IMD교육경쟁력내역,1
통계청,OECD제조업현황,1
한국은행,가계신용내역,1
통계청,가정폭력관련시설운영실적내역,1
통계청,가족친화인증기업수누적내역,1
행정정보공동이용시스템,건강보험공단사회보험료체납내역,1
e-나라지표,경상수지및무역수지내역,1
한국은행,경제활동별GDP및GNI내역,1
한국은행,경제활동별명목GDP및GNI내역,1
한국은행,경제활동별성장기여도내역,1
통계청,고속국도차량이용현황내역,1
e-나라지표,고용보험피보험자현황내역,1
통계청,고용형태별근로조건실태현황내역,1
기획재정부,공공기관별 주요관리대상사업 집행실적,1
e-나라지표,공무원연금기금증식현황,1
e-나라지표,공무원직장협의회가입현황내역,1
e-나라지표,관광수지동향내역,1
e-나라지표,광공업부문일반집중도현황내역,1
e-나라지표,교통사범형사사건처리현황내역,1
한국은행,국가별경제성장율내역,1
통계청,국가별외환보유내역,1
e-나라지표,국내조림숲가꾸기현황내역,1
e-나라지표,국민연금재정현황내역,1
e-나라지표,국민해외여행객수내역,1
한국재정정보원,근무자인구 성연령 데이터,1
e-나라지표,기술료수입내역,1
통계청,남녀성비내역,1
e-나라지표,ICT수출입동향,1
brightics,노사분규건수및근로손실일수내역,1
e-나라지표,농가부채자산부채상환능력현황,1
통계청,뇌졸중의사진단경험률추이내역,1
e-나라지표,민간투자사업현황,1
한국재정정보원,방문자인구 성연령 데이터,1
e-나라지표,배출원별TM10S배출량내역,1
e-나라지표,배출원별TPS배출량내역,1
통계청,백화점판매액현황,1
통계청,산업생산기준노동생산성지수내역,1
e-나라지표,상호저축은행고정이하여신비율내역,1
e-나라지표,생활체육지도자양성내역,1
통계청,석유제품가격통계현황,1
e-나라지표,설비투자동향내역,1
e-나라지표,섭취장소별식중독신고내역,1
통계청,성별비임금근로자내역,1
통계청,세대구성및자녀연령별한부모가구내역,1
e-나라지표,소방공무원1인당담당인구수,1
통계청,시군경제활동참가율내역,1
통계청,시군구대학교학생수내역,1
통계청,시군구대학수내역,1
통계청,시군구문화기반시설수내역,1
통계청,시도및성별이동자수내역,1
통계청,시도수입액내역,1
한국고용정보원,시도취업자수내역,1
e-나라지표,시정조치금액및수혜업체수내역,1
통계청,아동학대사례유형내역,1
e-나라지표,양자ODA의지역적배분내역,1
e-나라지표,영아사망추이내역,1
e-나라지표,우리국민의국제기구진출현황내역,1
e-나라지표,유상증자실적내역,1
한국은행,유형별주택전세가격지수내역,1
통계청,유형별준월세가격지수내역,1
통계청,유형별준전세가격지수내역,1
e-나라지표,은행고정이하여신비율,1
e-나라지표,은행대출기업자금조달내역,1
e-나라지표,은행자기자본비율추이,1
e-나라지표,은행총자산이익율내역,1
통계청,의료기기생산내역,1
통계청,인구천명당사설학원수현황,1
서울열린데이터광장,일별서울평균대기오염도내역,1
기획재정부,일일경제내역,1
기획재정부,일일경제상황집계내역,1
통계청,자동차천대당교통사고발생건수현황,1
e-나라지표,자원봉사참여내역,1
e-나라지표,재건축추진현황내역,1
e-나라지표,재외공관규모분포,1
e-나라지표,전국연안수질현황내역,1
통계청,전국항만물동량처리현황내역,1
e-나라지표,전산업생산지수내역,1
통계청,전용면적별사용검사실적월계내역,1
e-나라지표,전체근로자근로일수근로시간내역,1
e-나라지표,정규직과비정규직의시간당임금총액내역,1
e-나라지표,정기간행물등록건수내역,1
한국은행,정보통신산업국민계정주요지표내역,1
통계청,정부장애인고용내역,1
통계청,현재소음진동체감환경현황,1
e-나라지표,주요비철금속국제가격동향,1
e-나라지표,주요사망원인별사망률추이내역,1
한국은행,주택매매가격지수KB내역,1
brightics,주택보급률내역,1
통계청,중요범죄발생및검거현황,1
e-나라지표,지방공기업재무현황내역,1
e-나라지표,지방국세청별세수실적내역,1
지방재정365,지방재정보조사업비중내역,1
지방재정365,지방재정세목별징수율내역,1
지방재정365,지방재정세입예산내역,1
지방재정365,지방재정재원별단체별세입예산,1
통계청,지역별수입현황,1
e-나라지표,창업기업동향,1
e-나라지표,철강분야가격동향내역,1
통계청,청소년수련시설설치현황내역,1
통계청,청소년인구및구성비내역,1
e-나라지표,출입국관리법위반자처리현황,1
e-나라지표,통화량추이,1
e-나라지표,특허등출원등록건수현황내역,1
e-나라지표,평생학습참여율내역,1
통계청,학력연령계층임금계층성별근로자수및근로시간내역,1
e-나라지표,항고재항고접수처리현황내역,1
통계청,항공여객수송(국내국제),1
e-나라지표,항만국통제점검률내역,1
e-나라지표,행정부소속재산등록의무자현황,1
e-나라지표,행정소송사건수내역,1
e-나라지표,남녀취업자의주당평균노동시간내역,1
